1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
8.5618,18.612,5.4352,7.4132,14.377,4.7228,3.4222,8.236,8.7837,88.815,54.123,186.45,0.00026493,0.74847,0.0011713,9.9862,0.00034556,1723.3,16.126,0.0076016,0.08973
