1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
19.269,0.44276,13.148,15.733,0.73164,2.2315,19.542,6.177,8.7673,7.8634,13.046,19.762,0.079158,4210.7,3.2246,0.028209,0.68636,5.2229,0.67023,3734,1.9229
