1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
6.4863,6.6076,5.181,7.425,6.1318,13.727,13.814,5.2543,1.949,85.389,22.337,0.25115,0.00053945,0.51605,2465,0.0094928,0.00022481,369.59,5.1207,0.016132,950.46
