1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
1.0808,5.5898,13.901,6.6043,1.5691,10.577,8.2283,2.2303,9.1966,42.154,52.586,4.9875,0.0445,0.75951,576.14,0.034442,1176.7,0.0054011,2335,760.09,13.121
