1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
4.7134,8.802,7.4081,10.472,0.37788,12.042,11.142,17.376,5.9558,82.147,21.634,0.1023,2631.4,0.064386,660.93,0.24153,0.0011387,8.4935,6663.9,0.0038472,0.26297
