1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
11.659,6.1507,10.391,3.1204,4.4493,18.809,12.927,5.0297,10.973,75.576,64.333,0.81383,1.0214,0.11562,425.42,0.00049226,0.00013265,291.26,0.00012532,0.2945,1212.6
