1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
14.561,4.5833,19.121,1.4289,18.443,0.15633,7.833,9.1556,2.7034,67.944,26.775,1.018,0.00018758,0.00048779,210.99,679.75,0.0029685,2.9581,0.00047053,0.0009302,0.0076953
