1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
17.257,0.83838,19.412,16.689,5.4873,15.511,12.696,8.2419,11.08,81.795,32.727,45.373,21.727,353.29,0.47372,0.00072641,1532.8,896.53,0.0012654,507.16,0.00078438
