1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
6.4858,7.6648,15.207,7.2337,14.441,9.0452,4.6577,11.874,0.11384,7.5719,33.833,54.124,0.32269,0.0081046,0.83711,230.68,0.020455,0.40112,681.45,0.042905,3111.3
