1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
1.7059,11.9,5.6715,17.882,17.435,5.0032,12.26,3.4785,18.923,30.542,12.333,0.025872,0.26492,0.011493,0.0022717,0.25762,0.14351,3213.6,6004.9,1.7823,6287.8
