1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
0.17106,15.914,7.7357,6.529,8.6174,15.637,11.744,0.64536,6.2441,35.167,0.080648,0.16394,0.034023,0.0002221,0.00035976,0.07702,2.0503,4031.7,9070.5,0.00079805,0.93884
