1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
15.835,14.648,7.733,19.689,4.3877,5.0993,2.4183,15.45,9.4166,78.732,20.054,0.0010314,0.03748,317.95,9.0487,14.735,0.00025843,0.75342,4074.3,146.22,3313.6
