1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
17.454,8.7556,8.8636,0.51214,10.889,11.23,0.69129,2.8482,4.3941,8.2202,53.015,1.8857,3.3895,0.0042722,8388.5,9.7409,0.032043,3925.8,193.86,0.12936,833.24
