1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
3.3768,12.083,12.221,17.427,5.7018,19.19,13.936,12.579,15.332,52.781,32.704,0.00017481,0.084769,3890,0.1813,866.53,3176.5,0.87275,1340.4,0.0018166,0.075356
