1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
13.089,1.3739,5.7133,13.156,9.4232,10.142,4.5715,12.677,9.5188,80.633,34.353,3.2558,2.6498,0.00022224,27.208,1548.8,9.6656,1.2317,3.4438,0.00076602,0.15627
