1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
18.346,4.9169,16.057,10.644,15.857,15.233,12.769,18.591,6.0161,87.207,30.119,8176,0.029957,0.00027271,257.13,4.9102,0.00017181,0.0010011,60.168,1010.2,0.0020382
