1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
12.685,16.433,9.3734,17.267,8.617,3.4709,16.974,17.363,2.112,34.196,23.867,0.12984,0.000547,1.4313,0.00027669,0.093539,0.00020016,0.00011694,0.0071316,3.2284,60.032
