1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
5.2596,2.8905,6.3503,11.862,8.6615,11.33,4.0431,12.924,14.464,80.18,62.395,78.705,0.013635,4.0688,0.00010029,0.020758,0.013554,0.032057,0.00028298,0.00028649,145.71
