1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
7.764,10.959,15.789,18.007,7.773,18.359,11.884,11.771,11.779,3.6202,68.456,0.25181,88.639,0.069604,0.0041986,0.00019205,0.016638,0.00065399,1.1998,0.0026951,39.757
