1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
18.114,8.3708,1.9329,1.2888,1.6746,5.4761,19.682,11.808,7.442,70.388,33.755,0.0029789,0.0016402,7.5601,0.90452,0.04634,0.004177,0.025997,0.0002142,646.57,0.22137
