1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
3.5317,7.6059,4.8097,10.053,17.31,15.327,16.421,1.0409,3.6688,55.696,89.297,1174.3,0.010731,0.60643,7922,71.299,159.65,4.6109,0.00030761,4183.4,14.807
