1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
18.773,18.28,13.003,12.909,15.819,19.973,15.235,10.829,15.885,57.208,26.143,26.485,0.024414,0.045551,4.9935,0.075542,0.0031771,5693.4,1177.5,0.00022039,8.6073
