1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
18.346,19.929,6.3221,0.80296,3.5945,12.667,18.618,14.525,13.234,63.657,41.944,1199.6,0.00023392,0.014409,0.10417,689.2,8821.6,0.0022147,0.12294,85.314,0.4197
