1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
13.228,3.1577,10.115,17.721,16.371,18.189,5.3399,14.28,6.599,16.207,0.44128,0.69093,0.0035376,74.538,53.182,5.6749,0.034297,11.192,0.0018028,0.0057103,0.0031781
