1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
3.0543,4.1821,12.295,2.4704,17.973,9.3964,2.7971,1.0298,11.942,5.9318,57.055,1.5389,3.2462,0.0034938,0.011264,0.26503,0.2885,0.0011589,0.00023225,2171.3,302.03
