1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
1.7496,16.179,19.101,11.98,17.72,8.7764,15.45,1.1874,15.779,91.946,54.62,1.2346,0.00048983,2.5433,0.0034555,0.082498,0.22523,0.0016884,34.631,87.752,0.17461
