1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
4.1943,3.9213,14.362,5.2707,8.791,8.1229,12.472,9.8219,1.2893,19.954,16.734,60.64,0.21337,0.089174,0.00016578,0.029677,0.047704,5794.9,38.226,0.0001766,241.95
