1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
5.9811,1.9254,19.902,0.10358,14.957,14.927,15.522,17.188,16.843,1.0387,57.887,28.696,3838.4,0.18322,3414.3,0.028692,503.68,0.0079558,0.080489,0.21578,895.1
