1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
5.1767,0.62331,16.821,8.8404,1.6531,4.4684,11.607,11.253,5.6361,1.9295,75.042,227.22,0.0018301,47.185,9.2682,2164.6,102.85,6.8489,86.26,1.2626,0.00058842
