1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100
9.1744,17.802,13.684,17.232,6.7074,2.1024,9.4472,9.7755,9.1811,65.754,2.488,1.4504,11.352,647.32,0.52514,0.049372,8.5038,0.077727,0.085901,0.013326,0.0020691
