1.961638480424880981e-01,3.975804805755615234e+00,1.292113542556762695e+00,1.205265522003173828e+00,1.275216937065124512e+00,1.023316264152526855e+00,1.693076372146606445e+00,6.198690533638000488e-01,1.396180689334869385e-01,3.233705043792724609e+00,2.064092457294464111e-01,2.233150005340576172e+00
2.447046041488647461e-01,6.103944778442382812e+00,1.254052877426147461e+00,1.128849744796752930e+00,1.053369522094726562e+00,1.080084323883056641e+00,1.934849023818969727e+00,7.888431549072265625e-01,1.643945872783660889e-01,1.831705570220947266e+00,5.333147048950195312e-01,2.303574323654174805e+00
2.551627755165100098e-01,6.523793220520019531e+00,1.358759522438049316e+00,1.326887249946594238e+00,1.566828727722167969e+00,1.047550916671752930e+00,1.509096264839172363e+00,6.846567392349243164e-01,1.445078402757644653e-01,3.306827068328857422e+00,2.224583476781845093e-01,2.481586933135986328e+00
2.281888425350189209e-01,5.875152587890625000e+00,1.624855041503906250e+00,1.620244860649108887e+00,1.875818133354187012e+00,7.936977744102478027e-01,1.801316142082214355e+00,6.934990882873535156e-01,1.475651115179061890e-01,2.890558719635009766e+00,2.540321052074432373e-01,2.131424903869628906e+00
2.359644472599029541e-01,6.228195667266845703e+00,1.371381998062133789e+00,1.524011135101318359e+00,1.512402772903442383e+00,9.525894522666931152e-01,2.382513523101806641e+00,1.157915592193603516e+00,2.195145934820175171e-01,1.750336050987243652e+00,5.244744420051574707e-01,1.806420445442199707e+00
2.112529426813125610e-01,5.283782482147216797e+00,1.401576280593872070e+00,1.337965726852416992e+00,1.180197119712829590e+00,7.239707708358764648e-01,2.335421323776245117e+00,5.648616552352905273e-01,1.450956612825393677e-01,4.669235706329345703e+00,1.823997795581817627e-01,4.074700832366943359e+00
2.311885803937911987e-01,6.810812950134277344e+00,1.698790073394775391e+00,1.929592490196228027e+00,1.796007990837097168e+00,6.779772043228149414e-01,3.275825500488281250e+00,1.429410219192504883e+00,3.124568760395050049e-01,1.416475057601928711e+00,5.896971225738525391e-01,1.439417243003845215e+00
1.898171305656433105e-01,5.172211170196533203e+00,2.327044963836669922e+00,2.014365673065185547e+00,2.082371950149536133e+00,6.116412281990051270e-01,3.053251266479492188e+00,1.099352598190307617e+00,2.206671983003616333e-01,1.874205231666564941e+00,4.712111949920654297e-01,1.929129838943481445e+00
1.821194887161254883e-01,4.822998046875000000e+00,1.659032702445983887e+00,1.586144447326660156e+00,1.776907444000244141e+00,1.061873078346252441e+00,2.439095973968505859e+00,1.282772660255432129e+00,2.657514512538909912e-01,1.508847832679748535e+00,4.680387973785400391e-01,1.381312370300292969e+00
2.663886845111846924e-01,7.031421661376953125e+00,1.185462355613708496e+00,1.077643036842346191e+00,9.404982924461364746e-01,9.797774553298950195e-01,1.983254313468933105e+00,7.194973230361938477e-01,1.578180491924285889e-01,2.757323265075683594e+00,2.669979035854339600e-01,2.219726324081420898e+00
2.238743156194686890e-01,6.010595798492431641e+00,1.306305885314941406e+00,1.437930583953857422e+00,1.311289906501770020e+00,8.317182064056396484e-01,1.979236245155334473e+00,1.067332625389099121e+00,2.614053785800933838e-01,2.422061681747436523e+00,3.175612092018127441e-01,1.962419867515563965e+00
2.110701501369476318e-01,5.569577693939208984e+00,1.551703453063964844e+00,1.264813661575317383e+00,1.188294172286987305e+00,7.436274290084838867e-01,1.770312428474426270e+00,6.755445003509521484e-01,1.746214181184768677e-01,3.967556715011596680e+00,2.051500976085662842e-01,3.656312465667724609e+00
2.167471051216125488e-01,5.550670623779296875e+00,1.660996198654174805e+00,1.520785450935363770e+00,1.581677556037902832e+00,6.990595459938049316e-01,1.879285931587219238e+00,7.418715953826904297e-01,1.687922179698944092e-01,2.851161479949951172e+00,2.463283985853195190e-01,1.885557889938354492e+00
2.126154899597167969e-01,6.469257831573486328e+00,1.691752672195434570e+00,1.603176474571228027e+00,1.440622329711914062e+00,6.410953998565673828e-01,2.732347011566162109e+00,1.061470985412597656e+00,2.351542264223098755e-01,2.075309038162231445e+00,3.472150266170501709e-01,1.635419607162475586e+00
1.908228993415832520e-01,4.087649822235107422e+00,1.372564554214477539e+00,1.328398942947387695e+00,1.099939346313476562e+00,6.946334242820739746e-01,2.066511154174804688e+00,8.754436969757080078e-01,1.998305469751358032e-01,2.030130863189697266e+00,3.271793127059936523e-01,1.441921472549438477e+00
1.568551510572433472e-01,3.876228332519531250e+00,1.843625903129577637e+00,1.773043155670166016e+00,1.926703691482543945e+00,9.337102770805358887e-01,2.873777389526367188e+00,1.539452195167541504e+00,3.478601574897766113e-01,1.537699818611145020e+00,5.052185058593750000e-01,1.376619458198547363e+00
1.794421076774597168e-01,5.271581649780273438e+00,1.718414902687072754e+00,1.703365445137023926e+00,1.784940838813781738e+00,9.499925374984741211e-01,2.769721031188964844e+00,1.489771604537963867e+00,3.603692054748535156e-01,1.683352589607238770e+00,4.855606555938720703e-01,1.894466400146484375e+00
1.942539364099502563e-01,4.779918193817138672e+00,1.565506815910339355e+00,1.306057453155517578e+00,1.424559950828552246e+00,1.071118354797363281e+00,1.784118175506591797e+00,9.138897657394409180e-01,1.861957311630249023e-01,2.147469043731689453e+00,3.546174764633178711e-01,1.765148997306823730e+00
2.088870704174041748e-01,5.755210399627685547e+00,1.261264204978942871e+00,1.341987967491149902e+00,1.251482605934143066e+00,7.890889048576354980e-01,1.814059257507324219e+00,7.960562705993652344e-01,1.913501322269439697e-01,2.808367967605590820e+00,2.787795364856719971e-01,2.462728500366210938e+00
1.687479913234710693e-01,4.050282955169677734e+00,1.763796687126159668e+00,1.845162391662597656e+00,1.828029394149780273e+00,7.401437759399414062e-01,3.000576019287109375e+00,1.131116628646850586e+00,2.673773169517517090e-01,2.298106670379638672e+00,3.597394227981567383e-01,2.324845790863037109e+00
2.299704849720001221e-01,7.281312465667724609e+00,1.607662558555603027e+00,1.776387214660644531e+00,1.653082370758056641e+00,7.158572673797607422e-01,3.219280719757080078e+00,1.508665084838867188e+00,3.307642936706542969e-01,1.299878835678100586e+00,5.652881860733032227e-01,1.060460329055786133e+00
2.257958948612213135e-01,6.090586185455322266e+00,1.200922131538391113e+00,1.218103289604187012e+00,1.048311948776245117e+00,9.286425113677978516e-01,1.987860560417175293e+00,1.166816234588623047e+00,2.381719052791595459e-01,1.903740286827087402e+00,4.267785251140594482e-01,1.737282156944274902e+00
2.335277348756790161e-01,6.272000312805175781e+00,1.409190416336059570e+00,1.560575366020202637e+00,1.405696392059326172e+00,6.299083232879638672e-01,2.158503293991088867e+00,8.987643122673034668e-01,1.859472543001174927e-01,1.932648062705993652e+00,4.302559792995452881e-01,1.661360621452331543e+00
2.369176894426345825e-01,6.552850246429443359e+00,1.426013231277465820e+00,1.468161344528198242e+00,1.421138286590576172e+00,8.558341264724731445e-01,2.224632740020751953e+00,9.557512402534484863e-01,2.297006100416183472e-01,1.981260895729064941e+00,3.850182294845581055e-01,1.560983777046203613e+00
2.397311180830001831e-01,7.237274646759033203e+00,1.579673647880554199e+00,1.893592596054077148e+00,1.988648772239685059e+00,7.427843213081359863e-01,2.569589853286743164e+00,1.210186362266540527e+00,2.499551773071289062e-01,1.711548209190368652e+00,5.091356635093688965e-01,1.462950587272644043e+00
1.955852806568145752e-01,5.699939727783203125e+00,2.055807828903198242e+00,1.957460403442382812e+00,1.943209290504455566e+00,5.818759799003601074e-01,2.575866937637329102e+00,1.679118275642395020e+00,3.164820075035095215e-01,1.145672678947448730e+00,6.299291849136352539e-01,1.046184420585632324e+00
1.820024996995925903e-01,5.073062419891357422e+00,2.139038324356079102e+00,2.033072948455810547e+00,1.946615219116210938e+00,6.088421940803527832e-01,3.286419868469238281e+00,1.301103234291076660e+00,2.713297605514526367e-01,1.642740964889526367e+00,4.468972384929656982e-01,1.422173500061035156e+00
2.518621981143951416e-01,6.574883937835693359e+00,1.272521972656250000e+00,1.236829161643981934e+00,1.295575857162475586e+00,1.143885016441345215e+00,1.927561163902282715e+00,8.682785034179687500e-01,2.141366600990295410e-01,3.309533119201660156e+00,2.107299119234085083e-01,2.065979242324829102e+00
2.134761810302734375e-01,5.773427963256835938e+00,1.539587616920471191e+00,1.568577051162719727e+00,1.392610788345336914e+00,6.248744130134582520e-01,2.565074920654296875e+00,9.254417419433593750e-01,2.022188901901245117e-01,2.372933149337768555e+00,3.779289722442626953e-01,2.254633665084838867e+00
1.676353216171264648e-01,4.456075668334960938e+00,1.629264593124389648e+00,1.688331246376037598e+00,1.526292324066162109e+00,6.251295804977416992e-01,2.575891971588134766e+00,9.512147903442382812e-01,2.173913419246673584e-01,2.241513490676879883e+00,3.293784558773040771e-01,1.955163002014160156e+00
2.081095129251480103e-01,5.220810413360595703e+00,1.329133510589599609e+00,1.521382808685302734e+00,1.588052272796630859e+00,7.407711744308471680e-01,1.794016122817993164e+00,6.623219847679138184e-01,1.635169684886932373e-01,3.724497318267822266e+00,2.412260621786117554e-01,4.452415943145751953e+00
1.913342773914337158e-01,5.779442787170410156e+00,1.755738019943237305e+00,2.003991365432739258e+00,2.102033615112304688e+00,6.984308958053588867e-01,2.977887153625488281e+00,1.102076888084411621e+00,2.509991228580474854e-01,2.010896682739257812e+00,3.531845808029174805e-01,1.539932727813720703e+00
2.596482932567596436e-01,7.475578308105468750e+00,1.267864227294921875e+00,1.232530713081359863e+00,1.221250414848327637e+00,9.882526993751525879e-01,2.063418865203857422e+00,7.259625196456909180e-01,1.539447903633117676e-01,2.973902702331542969e+00,2.644201219081878662e-01,2.636518001556396484e+00
2.364037483930587769e-01,7.687510967254638672e+00,2.267071962356567383e+00,1.766523480415344238e+00,1.682181239128112793e+00,7.842177152633666992e-01,3.546224355697631836e+00,1.575404167175292969e+00,3.581365346908569336e-01,1.492866277694702148e+00,5.092978477478027344e-01,1.193682432174682617e+00
2.099775969982147217e-01,5.170301914215087891e+00,1.176463723182678223e+00,1.356766700744628906e+00,1.476322889328002930e+00,9.940583705902099609e-01,1.920939683914184570e+00,7.270697355270385742e-01,1.821420192718505859e-01,3.306370496749877930e+00,2.321684807538986206e-01,2.857246637344360352e+00
2.032756060361862183e-01,5.007777214050292969e+00,1.465987920761108398e+00,1.433827161788940430e+00,1.678521633148193359e+00,9.941166043281555176e-01,1.625198245048522949e+00,7.245768308639526367e-01,1.718120872974395752e-01,3.747503042221069336e+00,1.965317428112030029e-01,3.064630985260009766e+00
1.862451732158660889e-01,6.065299034118652344e+00,2.118736505508422852e+00,2.254750251770019531e+00,2.223888635635375977e+00,6.731630563735961914e-01,4.132143974304199219e+00,1.952308535575866699e+00,4.492653012275695801e-01,1.036373257637023926e+00,7.211429476737976074e-01,9.059826135635375977e-01
1.877620518207550049e-01,5.942753314971923828e+00,1.989260554313659668e+00,1.900673508644104004e+00,1.678893208503723145e+00,4.682717621326446533e-01,2.680671215057373047e+00,1.061575055122375488e+00,2.398980408906936646e-01,1.797523617744445801e+00,3.745657801628112793e-01,1.443761587142944336e+00
